SMILES,target1_pIC50,target2_pIC50,target3_pIC50,target4_pIC50,target5_pIC50,MolWt,LogP,HBA,HBD,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
COCCCn1nc(C)c2c(Cl)cc([C@@H](C)N(C(=O)[C@H]3CNCCO3)C3CC3)cc21,7.363,6.864,4.624,1.784,7.728,434.97,3.08,6,1,13.284998509636026,13.284998509636026,0.06777977001687363,-0.4140562266437784,0.6464628833403525,20.466666666666665,434.9680000000003,403.72000000000025,434.208468532,164,0,0.2532856862532721,-0.3846187254371339,0.3846187254371339,0.2532856862532721,1.4666666666666666,2.2666666666666666,2.933333333333333,35.495692084776955,10.02743649820284,2.397063554598038,-2.3415988415496556,2.378108277709448,-2.5024777769311086,6.353146075999916,-0.1477995399064787,3.5232964061291447,1.6430283207022542,869.0656324345388,21.250347897697548,17.9879557263412,18.743884672359655,14.507239053047545,10.80910586988329,11.187070342892516,8.2679699804822,8.675170107222806,6.018169462924211,6.316260644546821,4.320164087111877,4.679713261065776,-1.67,10964019.247562665,21.557830262348368,9.220827803987028,4.348374946966288,182.1843451568343,19.690424242456906,6.103966387748303,0.0,0.0,5.907179729351506,0.0,9.476340119217006,0.0,5.098681808301038,0.0,11.600939890232516,50.80612489677949,44.77901376714093,28.88198481986693,14.268263091671919,28.41104455166508,0.0,19.99718307830303,0.0,57.84234372011608,33.41307428212852,28.412746937210002,0.0,0.0,5.316788604006331,0.0,0.0,11.600939890232516,66.14645570267298,20.813019497584495,6.923737199690624,43.48542238416208,12.13273413692322,5.022633313741326,10.902924932081056,0.0,68.62,6.103966387748303,4.794537184071822,0.0,17.990861387647428,24.781153648679737,54.512282099229694,0.0,7.109797541277533,22.571816934147897,18.306892872158564,26.173347606133653,12.94202681681854,6.698193633450217,15.292588661437486,9.617223758224043,2.962562500563944,0.06777977001687363,4.326918163155987,2.5476014714617774,7.449741884956031,1.7064744510262102,0.6363636363636364,30,1,7,1,1,2,1,1,1,2,2,0,6,1,8,2,8,1,1,2,0,0,6.62603468922316,4,3.075020000000001,116.86570000000005,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N[C@@H](CC(=O)N1CCSC1)Cc1cccnc1,6.583,5.796,4.613,5.923,6.329,251.35,0.87,4,1,11.862916509196271,11.862916509196271,0.11361111111111133,-0.11361111111111133,0.8625539429301752,17.11764705882353,251.355,234.21899999999997,251.109233164,92,0,0.22435012055467846,-0.33256710179477034,0.33256710179477034,0.22435012055467846,1.6470588235294117,2.5294117647058822,3.176470588235294,32.16651925532295,10.054139073581199,2.19899316973612,-2.1716862844742026,2.1472494359538388,-2.346213181930578,7.990173065046753,-0.1295659636134317,2.831414077257513,1.8032280800302107,343.5608766972155,12.08757566981053,9.710559292998138,10.527055873925864,8.25402019542349,5.754888155003434,6.909588693382686,4.224129141327926,5.298824612002813,2.7628642791403744,3.728361416113934,1.857912716719695,2.8299758475096524,-1.0700000000000003,11925.916093408645,12.388578441719476,6.023997420387258,3.7123748681705417,105.58417124031558,10.633577208012664,0.0,0.0,5.907179729351506,0.0,0.0,9.77851570501903,0.0,0.0,11.761884949391115,6.06636706846161,18.050640183084614,37.15395960795949,5.876788389733356,4.794537184071822,17.66906467874262,0.0,9.883888251797686,5.733667477162185,18.88348407499998,18.17439840239272,30.08987277184637,0.0,0.0,5.733667477162185,0.0,0.0,11.761884949391115,40.007307212689874,11.21535880699783,0.0,11.984273114623004,24.526421280149375,0.0,0.0,0.0,59.220000000000006,0.0,4.794537184071822,0.0,11.949020558499466,12.841643245852019,23.737849894089713,0.0,24.155572092617266,17.032643867773697,4.9839785209472085,5.733667477162185,0.0,1.7958539712819113,17.785729245401864,0.0,7.078829365079365,2.0357078574083447,3.7653843327454437,4.674296279985313,0.8641989480977577,0.0,0.5,17,2,4,0,1,1,1,0,1,1,1,0,4,1,5,2,4,0,1,1,0,0,4.38992732795196,2,0.8743999999999994,69.57140000000003,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
O=C(NC(=O)c1ccccc1Cl)Nc1ccc(C(=O)O)cc1Cl,8.507,6.311,4.063,1.145,6.703,353.16,3.65,3,3,11.927399845357998,11.927399845357998,0.020275993980899853,-1.1418529791293486,0.78484087700129,10.0,353.16100000000006,343.081,352.00176215999994,118,0,0.3352348756026591,-0.47763861159746546,0.47763861159746546,0.3352348756026591,0.9565217391304348,1.6521739130434783,2.260869565217391,35.49678450059322,10.176082627643437,2.1441291133780442,-2.09116046069908,2.2277007122508388,-2.34116675292151,6.347198150292996,0.06962694550737893,2.4894641163819564,2.0671733765614237,759.3578201186533,16.98276318419594,11.469339297237383,12.981197189274294,10.87991785310972,6.279327847357212,7.035256793375667,4.387872600082694,5.2022728535639065,2.809781181097799,3.4520784106261444,1.7188747336571866,2.1682176952089587,-2.5699999999999994,114602.48059764337,16.794598496357825,7.127210181289133,4.21335371989063,140.56838054205758,10.423315998847038,0.0,0.0,0.0,5.907179729351506,12.000419800289922,10.111325788078153,9.589074368143644,0.0,0.0,35.33461391738825,30.33183534230805,0.0,26.859555885560205,19.490138947056174,46.79686558479002,0.0,5.316788604006331,0.0,0.0,5.316788604006331,63.63673909010791,0.0,0.0,10.633577208012662,10.481923458755384,0.0,23.20187978046503,23.014126924482134,0.0,0.0,20.715977351537635,42.46456947923127,10.045266627482652,0.0,0.0,95.50000000000001,17.907599529641427,14.383611552215466,0.0,26.859555885560205,0.0,0.0,30.33183534230805,12.13273413692322,0.0,10.633577208012662,28.30840717530574,0.0,11.750238623310365,34.55025094100234,13.539410602831095,0.2970980982434819,-1.816502450028819,9.23505974019709,0.0,0.0,0.0,0.0,23,3,6,0,0,0,3,2,0,2,0,0,3,3,8,0,3,0,0,0,0,0,5.204288408430637,2,3.653500000000001,86.34820000000002,0,0,0,0,1,0,0,0,1,1,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cc1cnc(NS(=O)(=O)c2ccc(Nc3ccnc(SCC(=O)c4ccccc4)n3)cc2)nc1,5.718,7.272,5.579,1.186,9.114,492.59,4.09,9,2,12.567797307538637,12.567797307538637,0.004224464401616945,-3.824629116984679,0.20164824300440531,11.088235294117647,492.5860000000002,472.4260000000003,492.1038305,172,0,0.2637234025214611,-0.34010138479182783,0.34010138479182783,0.2637234025214611,0.9411764705882353,1.6470588235294117,2.3529411764705883,32.23329840020155,10.151530131651118,2.1542354745557035,-2.0917645399158302,2.2117469099918505,-2.145581524655077,7.993819107469419,0.10176278763987774,2.8487358721956424,1.3820007675309287,1333.9893577018506,23.968044558434496,18.04275611497083,19.675749276826284,16.386979915714072,10.116098642127174,12.584860449375057,7.141229947785679,9.766130830054932,4.5052177160363485,6.710710110781414,2.8071445788643223,4.490303023064535,-3.829999999999999,48303438.927593045,23.332282461722983,10.403473627903242,6.145652448679038,200.721236389705,5.316788604006331,5.817862777835028,10.939681428185647,5.948339280986494,10.023291153407584,0.0,4.794537184071822,33.07580593256986,0.0,0.0,42.093720291699164,42.81902403369567,29.841368481219785,10.648337082264565,13.212334168400758,45.02200938266872,0.0,19.935914083788834,0.0,16.975657157029104,15.791737075205209,90.38110438284933,0.0,0.0,10.038883468458419,17.453588333505085,0.0,11.761884949391115,39.8898096212295,10.023291153407584,6.923737199690624,15.921440167465814,89.30612135679382,0.0,0.0,0.0,126.83000000000001,10.023291153407584,13.212334168400758,0.0,22.379921309615998,22.225137026036293,5.563451491696996,36.28830622954048,36.52867891392113,25.122838405075452,29.97479755224725,0.0,27.487593436902127,1.244438790351584,28.886120642490276,3.563347422513569,2.1071740397980263,0.7384949949307009,16.9125761378856,4.655160957251308,1.8130560281948251,-3.824629116984679,0.08695652173913043,34,2,9,0,0,0,0,2,2,4,0,0,9,2,11,2,9,0,0,0,0,0,7.1393172138036585,4,4.094420000000002,130.83069999999998,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Cc1ccc2c(n1)N(C)CCN(Cc1ccco1)C2.O=C(O)C(F)(F)F.O=C(O)C(F)(F)F,11.803,11.039,10.082,10.569,11.432,485.38,3.7,6,2,10.578703703703704,10.578703703703704,0.8553139172335601,-5.083333333333334,0.6206456201270951,14.121212121212121,485.3810000000001,464.2130000000001,485.1385400919999,184,0,0.49024031830700304,-0.4745811720256028,0.49024031830700304,0.4745811720256028,1.0303030303030303,1.5757575757575757,2.0303030303030303,19.41738378970392,10.186364413473745,2.384164897997368,-2.1860931579304648,2.229456174855012,-2.2850047263172817,5.729422188414685,-0.19256759798351206,3.1395091244361173,3.236538348923043e-07,837.7475117516409,25.396976746569035,17.44377815764107,17.44377815764107,15.107098036560407,9.135258948407182,9.135258948407182,6.752760276256203,6.752760276256203,4.046894012949523,4.046894012949523,2.5009396258303567,2.5009396258303567,-3.289999999999999,6627968.409035061,27.74365870077415,11.538374509915684,9.802989240329335,183.58211833052337,19.530115457585236,11.57811019670947,0.0,0.0,0.0,24.291207610790646,4.899909730850478,14.573052889090853,26.34249028604892,0.0,6.06636706846161,25.122838405075452,37.93932068696037,12.807919401551633,50.56177038092733,17.756473353738727,0.0,9.883888251797686,0.0,32.36584704640273,25.03709452535282,47.5462581749054,0.0,0.0,4.899909730850478,32.16035306388395,0.0,0.0,64.52533544677209,22.678587179968794,6.923737199690624,17.0176269054199,34.945782206538844,0.0,0.0,0.0,107.11,24.291207610790646,26.34249028604892,0.0,0.0,0.0,43.45106381520824,5.563451491696996,6.263162995639057,19.056471336613843,33.96420410224857,24.2192800948784,68.91230329323088,0.0,27.095213608591582,14.25,2.363185836062821,-3.3813714621651116,8.24874871399177,-8.432399061476444,5.8315557025279245,2.1127633692365837,0.42105263157894735,33,2,8,0,1,1,0,0,2,2,0,0,6,2,14,3,2,0,0,0,0,0,9.700506798933727,3,3.701620000000002,102.44760000000008,2,0,0,0,0,1,0,0,2,2,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,6,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
O=C(O)/C(=C/c1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)c1ccc(Cl)cc1,6.964,7.292,4.704,1.155,9.37,410.64,5.45,2,3,11.754373950197365,11.754373950197365,0.10084876543209864,-1.249551839254219,0.4987006578250167,11.73076923076923,410.6400000000001,400.5600000000002,408.96754083999997,132,0,0.3524638777734282,-0.4776232714429002,0.4776232714429002,0.3524638777734282,0.9615384615384616,1.6153846153846154,2.1923076923076925,35.497911618546496,10.007968974538395,2.2066207587239424,-2.0464772748134017,2.347175177563929,-2.021906977577305,6.393500771266165,-0.12980796446336082,2.917612482360623,2.324326521491068,1033.8269925933616,19.007707210578264,12.886269075282705,15.154055913338071,12.273764703227075,7.225826608092458,8.35972002712014,5.3990584468948,6.679130134579377,3.741521140174222,4.5098065273723105,2.628266570923453,3.3494695082438275,-2.469999999999999,647394.8689359634,18.3249450497859,7.034791551495126,3.4174458642956167,161.97079808883723,15.197033310628619,5.693927994848461,0.0,0.0,0.0,11.938610575903699,0.0,9.589074368143644,0.0,0.0,46.935553807620764,35.90493987237732,26.51164305126071,10.595737843810593,19.802129157825057,69.29347981558546,0.0,4.9839785209472085,0.0,0.0,0.0,68.28693333023608,0.0,0.0,0.0,0.0,0.0,34.802819670697545,27.135643886532318,4.794537184071822,0.0,21.615368162314272,36.39820241076966,15.067899941223978,22.55204956898421,0.0,90.38999999999999,11.938610575903699,19.802129157825057,0.0,21.853117330356053,26.511643051260705,0.0,30.34148838068032,12.13273413692322,0.0,4.9839785209472085,34.802819670697545,0.0,18.02154405449048,26.09615586350345,20.44771874315315,0.6381017118781684,-2.4689062806192426,9.160581485825293,1.2714710884353742,0.0,0.0,0.0,26,3,5,0,0,0,0,2,1,3,0,0,2,3,8,1,4,0,0,0,0,0,4.958160331455626,3,5.451500000000002,102.2368,1,0,0,0,1,1,1,0,2,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)CCc1ccccc1,7.168,7.352,5.235,1.669,7.583,447.54,1.67,4,4,13.03380373254291,13.03380373254291,0.1910490957555353,-0.8794920005039051,0.3364325900950822,12.484848484848484,447.53900000000016,418.30700000000024,447.227039788,172,0,0.24313404013796638,-0.3678883214664244,0.3678883214664244,0.24313404013796638,0.8787878787878788,1.5151515151515151,2.090909090909091,16.161771585220222,10.034208526351918,2.2603946327789677,-2.2148174392573825,2.073748717936387,-2.5345661430217996,5.913535467858312,-0.1309913813919009,3.3398349483491807,1.6136537794659003,988.7163552363121,23.4680445584345,18.367746410668676,18.367746410668676,16.00804039084698,10.955656548298181,10.955656548298181,7.858179878459563,7.858179878459563,5.327831243776984,5.327831243776984,3.5035488493425797,3.5035488493425797,-3.94,32535817.069070943,23.717452559468846,12.18723992949621,7.91737839586426,192.548002441912,21.351223206122054,12.083681658295921,0.0,17.721539188054518,0.0,0.0,14.383611552215466,4.9839785209472085,0.0,0.0,60.6636706846161,30.38936785217202,19.038486817465095,12.021248069613002,14.383611552215466,17.721539188054518,0.0,20.60153424990708,5.733667477162185,44.18778977292597,0.0,90.0086653092362,0.0,0.0,16.367244685174846,0.0,0.0,0.0,39.77317788824485,33.646076420993495,0.0,29.66247422409447,73.18783433099372,0.0,0.0,0.0,129.97,23.898041116998932,14.383611552215466,0.0,18.748822975203524,24.95639286362649,11.126902983393991,6.3273200747645415,6.196843571613076,60.6636706846161,20.60153424990708,5.733667477162185,0.0,0.0,44.58606707187765,5.498639872232946,8.243471423919933,-1.3420585007702044,17.571493921737705,5.1090528776686375,0.0,0.0,0.28,33,5,8,0,0,0,3,2,1,3,2,0,4,4,8,1,12,0,0,0,0,0,8.759099541172448,3,1.6727,124.87350000000002,0,0,0,0,0,2,1,0,0,0,3,3,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
COc1ccc(Cc2nc(NC(=O)c3cc(Br)ccc3O)n(C)c2Cc2ccc(OC)c(OC)c2)cc1,1.088,2.525,1.225,1.089,0.686,566.45,5.35,7,2,13.01154375249447,13.01154375249447,0.11211403534767639,-0.4578109376594226,0.2839242427448763,10.72972972972973,566.4520000000002,538.2280000000003,565.121233096,192,0,0.2612680034553722,-0.5071201429094604,0.5071201429094604,0.2612680034553722,0.918918918918919,1.6216216216216217,2.2972972972972974,79.91873139280442,10.03236600112458,2.200426345296094,-2.118331017870119,2.3022099768764974,-2.155104832667145,9.103011812570358,0.10182866391211999,3.1846965128047846,1.7013149573307287,1374.5581932940117,26.52636877963644,21.04031467563391,22.626311214748615,17.820432100987,11.507119783917968,12.300118053475321,8.394374068898108,9.310049597689792,6.075259879596027,6.568511518313067,4.04244874817585,4.403534008633333,-3.9799999999999995,202305017.96542057,26.093498250863785,11.385817512295647,5.8857049958631835,223.50986175703133,23.884215904032207,11.49902366656781,11.49902366656781,5.948339280986494,5.907179729351506,0.0,10.111325788078153,4.9839785209472085,0.0,0.0,34.12904510333418,53.59147246262526,30.055962739210084,32.58677211037806,24.111653440312672,27.78546290828735,0.0,9.551078168738563,7.04767198267719,12.841643245852019,26.64618122783893,93.21460066523645,0.0,22.99804733313562,19.527377465406477,5.948339280986494,22.99804733313562,15.929943897949348,41.89417791676337,19.88931522852921,0.0,32.87274764885973,65.13639020044852,0.0,0.0,0.0,94.84,5.907179729351506,9.901064578912528,0.0,11.3129633249809,34.76172570923874,28.264270806374817,6.06636706846161,33.46212676075582,54.07934110969981,21.24673250195568,19.194567382347355,18.672243203699576,3.34650815322353,17.799683751549647,13.049184774535188,3.9422707768134564,1.8694187323398397,18.273813398477863,1.102986845972957,0.0,6.693890363387941,0.21428571428571427,37,2,8,0,0,0,1,3,1,4,0,0,7,2,9,1,9,0,0,0,0,0,8.029616468695696,4,5.3479000000000045,145.1199999999998,0,0,0,0,0,2,0,1,0,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COc1ccc2c(n1)CN(c1ncnn3c(C)nc([C@H]4CCOC4)c13)CC2,8.817,7.151,5.162,1.985,8.302,366.43,1.9,8,0,5.599467353101392,5.599467353101392,0.2997646715557971,0.2997646715557971,0.7004920337268057,19.48148148148148,366.42500000000024,344.24900000000014,366.1804239439999,140,0,0.21272363314161935,-0.4809763874225016,0.4809763874225016,0.21272363314161935,1.2592592592592593,2.185185185185185,3.0,16.480178380381368,10.025661340853596,2.285314209464546,-2.293039859219405,2.3359957795590405,-2.320952695153459,5.72753273219924,0.19341056118051414,3.3509287831257457,1.5841699198111638,965.1121484541019,18.380104409694475,15.551819917805267,15.551819917805267,13.241514740667455,9.300392497645296,9.300392497645296,7.0798136440896755,7.0798136440896755,5.461795620001137,5.461795620001137,4.0394188695016275,4.0394188695016275,-2.7399999999999998,3765381.7078090874,16.43485596540866,6.4535851552454355,2.7121768086722535,156.71344406469225,14.373635638450576,17.668425290380732,5.817862777835028,5.879988336435371,0.0,0.0,0.0,19.467333456457247,5.098681808301038,0.0,6.06636706846161,25.328831937239638,25.1359114850485,31.649291901399952,9.473725907600098,11.33456349545129,0.0,24.566015264758285,0.0,32.22804289761661,31.768227607066425,41.23576619108161,0.0,5.879988336435371,9.636772684650527,5.817862777835028,5.879988336435371,0.0,51.434333140974225,17.702440982638635,6.923737199690624,35.11443964848125,18.460054211687762,0.0,5.516700717616262,0.0,77.67,0.0,0.0,0.0,0.0,24.949532753022257,54.540105599425644,5.563451491696996,13.437117616042075,17.505502161767858,26.032915649507544,14.457704428547306,12.804866678937227,0.0,16.375706329988887,4.439931969318694,4.354097038506761,2.7469395021297984,4.035962196607038,3.527759939809002,5.06762720868844,1.6471091360141545,0.47368421052631576,27,0,8,0,2,2,0,0,3,3,1,0,8,0,8,5,3,0,1,1,0,0,3.92828675877623,5,1.9029199999999997,99.23900000000005,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CNC(=O)CN(CC(N)=O)C(=O)NC,6.267,4.258,3.85,6.117,5.514,202.21,-2.14,3,3,11.12592970521542,11.12592970521542,0.19532407407407426,-0.6689786470143606,0.4841260235807297,9.0,202.214,188.102,202.106590308,80,0,0.31757983898637776,-0.36813275314472854,0.36813275314472854,0.31757983898637776,1.1428571428571428,1.7142857142857142,2.0714285714285716,16.172609937831044,10.428951504610833,2.162387512882758,-2.186170270605801,1.8774600707604807,-2.469488121959711,5.871339005658158,-0.12209751342400826,2.1418935365576117,4.3135160828538375,220.19280948873626,11.137828201504695,8.163522298454268,8.163522298454268,6.50643771524811,3.96421668126081,3.96421668126081,2.5507040721292427,2.5507040721292427,1.4610817273392733,1.4610817273392733,0.7981394423305945,0.7981394423305945,-1.79,858.8993081596024,12.21,5.787205989775367,4.28900790445519,81.61291874877266,21.267154416025324,13.08951281182515,0.0,11.814359458703011,0.0,6.031114512338072,9.589074368143644,4.794537184071822,0.0,0.0,0.0,0.0,14.09534396535438,0.0,14.383611552215466,17.845473971041084,0.0,15.533486938863138,5.733667477162185,0.0,27.18485677717953,0.0,0.0,0.0,16.367244685174846,4.794537184071822,0.0,0.0,49.93024047907109,9.589074368143644,0.0,0.0,0.0,0.0,0.0,0.0,104.53,11.938294241689578,14.383611552215466,0.0,18.996692541176657,0.0,4.899909730850478,14.09534396535438,0.0,0.0,10.633577208012662,5.733667477162185,0.0,0.0,33.64892904383976,4.634023998488285,4.910713340891912,-1.0348582766439898,-0.520925925925926,0.0,-0.47995370370370405,2.842071523053666,0.5714285714285714,14,4,7,0,0,0,4,0,0,0,0,0,3,3,7,0,4,0,0,0,0,0,5.047270366796945,0,-2.1408999999999985,49.28980000000001,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
